customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7760-oypdy,female,False,False,False,2,True,False,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,80.65,144.15,True
7639-liayi,male,False,False,False,52,True,True,dsl,True,False,False,True,True,True,two year,True,credit card (automatic),79.75,4217.8,False
2954-pibko,female,False,True,True,69,True,True,dsl,True,False,True,True,False,False,two year,True,credit card (automatic),64.15,4254.1,False
8012-soudq,female,True,False,False,43,True,True,fiber optic,False,True,False,False,True,False,month-to-month,True,electronic check,90.25,3838.75,False
9420-lojkx,female,False,False,False,15,True,False,fiber optic,True,True,False,False,True,True,month-to-month,True,credit card (automatic),99.1,1426.4,True
6575-suvoi,female,True,True,False,25,True,True,dsl,True,False,False,True,True,False,month-to-month,True,credit card (automatic),69.5,1752.65,False
7495-ookfy,female,True,True,False,8,True,True,fiber optic,False,True,False,False,False,False,month-to-month,True,credit card (automatic),80.65,633.3,True
4667-qonea,female,True,True,True,60,True,False,dsl,True,True,True,True,False,True,one year,True,credit card (automatic),74.85,4456.35,False
1658-bygoy,male,True,False,False,18,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,95.45,1752.55,True
8769-kktph,female,False,True,True,63,True,True,fiber optic,True,False,False,False,True,True,one year,True,credit card (automatic),99.65,6311.2,False
5067-xjqfu,male,True,True,True,66,True,True,fiber optic,False,True,True,True,True,True,one year,True,electronic check,108.45,7076.35,False
3957-sqxml,female,False,True,True,34,True,True,no,False,False,False,False,False,False,two year,False,credit card (automatic),24.95,894.3,False
5954-bdfsg,female,False,False,False,72,True,True,fiber optic,False,False,True,True,True,True,two year,True,credit card (automatic),107.5,7853.7,False
0434-csfon,female,False,True,False,47,True,True,fiber optic,False,False,True,False,True,True,month-to-month,True,electronic check,100.5,4707.1,False
1215-figmp,male,False,False,False,60,True,True,fiber optic,False,True,False,False,True,False,month-to-month,True,bank transfer (automatic),89.9,5450.7,False
0526-sxdjp,male,False,True,False,72,False,False,dsl,True,True,True,False,False,False,two year,False,bank transfer (automatic),42.1,2962.0,False
0557-askvu,female,False,True,True,18,True,False,dsl,False,False,True,True,False,False,one year,True,credit card (automatic),54.4,957.1,False
5698-bqjoh,female,False,False,False,9,True,True,fiber optic,False,False,False,False,True,True,month-to-month,False,electronic check,94.4,857.25,True
5122-cyfxa,female,False,False,False,3,True,False,dsl,False,True,False,True,True,True,month-to-month,True,electronic check,75.3,244.1,False
8627-zygsz,male,False,True,False,47,True,True,fiber optic,False,True,False,False,False,False,one year,True,electronic check,78.9,3650.35,False
3410-yoqbq,female,False,False,False,31,True,False,dsl,False,True,True,True,True,True,two year,False,mailed check,79.2,2497.2,False
3170-nmyvv,female,False,True,True,50,True,False,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),20.15,930.9,False
7410-oiedu,male,False,False,False,10,True,False,fiber optic,True,False,True,False,False,False,month-to-month,True,mailed check,79.85,887.35,False
2273-qckxa,male,False,False,False,1,True,False,dsl,False,False,False,True,False,False,month-to-month,False,mailed check,49.05,49.05,False
0731-ebjqb,female,False,True,True,52,True,False,no,False,False,False,False,False,False,one year,True,electronic check,20.4,1090.65,False
1891-qrqsa,male,True,True,True,64,True,True,fiber optic,True,False,True,True,True,True,two year,True,bank transfer (automatic),111.6,7099.0,False
8028-pnxhq,male,False,True,True,62,True,True,no,False,False,False,False,False,False,two year,True,bank transfer (automatic),24.25,1424.6,False
5630-ahzil,female,False,False,True,3,True,False,dsl,True,False,False,True,False,True,month-to-month,True,bank transfer (automatic),64.5,177.4,False
2673-cxqeu,female,True,False,False,56,True,True,fiber optic,True,True,True,False,True,True,one year,False,electronic check,110.5,6139.5,False
6416-jnvrk,female,False,False,False,46,True,False,dsl,False,False,False,False,False,True,one year,False,credit card (automatic),55.65,2688.85,False
5590-zskrv,female,False,True,True,8,True,False,dsl,True,True,False,False,False,False,month-to-month,False,mailed check,54.65,482.25,False
0191-zhskz,male,True,False,False,30,True,False,dsl,True,True,False,False,True,True,month-to-month,True,electronic check,74.75,2111.3,False
3887-pbqao,female,False,True,True,45,True,True,no,False,False,False,False,False,False,one year,True,credit card (automatic),25.9,1216.6,False
5919-tmrgd,female,False,False,True,1,True,False,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,79.35,79.35,True
8108-uxrqn,female,False,True,True,11,False,False,dsl,True,False,False,False,True,True,month-to-month,False,electronic check,50.55,565.35,False
9191-myqkx,female,False,True,False,7,True,False,fiber optic,False,False,True,False,False,False,month-to-month,True,bank transfer (automatic),75.15,496.9,True
9919-ylnng,female,False,False,False,42,True,False,fiber optic,False,True,True,True,True,True,month-to-month,True,bank transfer (automatic),103.8,4327.5,False
0318-zopws,female,False,True,False,49,True,False,no,False,False,False,False,False,False,two year,True,bank transfer (automatic),20.15,973.35,False
4445-zjnmu,male,False,False,False,9,True,True,fiber optic,False,True,False,False,True,True,month-to-month,True,credit card (automatic),99.3,918.75,False
4808-ynleu,female,False,True,False,35,True,False,dsl,True,False,False,False,True,False,one year,True,bank transfer (automatic),62.15,2215.45,False
1862-qrwpe,female,False,True,True,48,True,False,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),20.65,1057.0,False
2796-nnufi,female,False,True,True,46,True,False,no,False,False,False,False,False,False,two year,True,mailed check,19.95,927.1,False
3016-ksvcp,male,False,True,False,29,False,False,dsl,False,False,False,False,True,False,month-to-month,False,mailed check,33.75,1009.25,False
4767-hzzhq,male,False,True,True,30,True,False,fiber optic,False,True,True,False,False,False,month-to-month,False,bank transfer (automatic),82.05,2570.2,False
2424-wvhpl,male,True,False,False,1,True,False,fiber optic,False,False,False,True,False,False,month-to-month,False,electronic check,74.7,74.7,False
7233-pahhl,male,False,True,True,66,True,True,dsl,True,False,True,True,True,True,two year,True,mailed check,84.0,5714.25,False
6067-ngceu,female,False,False,False,65,True,True,fiber optic,True,True,True,False,True,True,month-to-month,True,credit card (automatic),111.05,7107.0,False
9848-jqjtx,male,False,False,False,72,True,True,fiber optic,False,True,True,False,True,True,two year,True,bank transfer (automatic),100.9,7459.05,False
8637-xjivr,female,False,False,False,12,True,True,fiber optic,True,False,False,False,False,False,month-to-month,True,electronic check,78.95,927.35,True
9803-ftjcg,male,False,True,True,71,True,True,dsl,True,True,False,True,False,False,one year,True,credit card (automatic),66.85,4748.7,False
0278-yxoog,male,False,False,False,5,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,21.05,113.85,True
3212-kxocr,male,False,False,False,52,True,False,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),21.0,1107.2,False
4598-xlknj,female,True,True,False,25,True,False,fiber optic,False,True,True,False,True,True,month-to-month,True,electronic check,98.5,2514.5,True
6380-arceh,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.2,20.2,False
3679-xaspy,female,False,True,True,1,True,False,no,False,False,False,False,False,False,month-to-month,False,electronic check,19.45,19.45,False
7123-wquhx,male,False,False,False,38,True,True,fiber optic,False,False,True,True,True,False,one year,False,bank transfer (automatic),95.0,3605.6,False
5386-thslq,female,True,True,False,66,False,False,dsl,False,True,True,False,True,False,one year,False,bank transfer (automatic),45.55,3027.25,False
3192-nqeca,male,False,True,False,68,True,True,fiber optic,False,True,True,True,True,True,two year,True,bank transfer (automatic),110.0,7611.85,True
6180-ybiqi,male,False,False,False,5,False,False,dsl,False,False,False,False,False,False,month-to-month,False,mailed check,24.3,100.2,False
6728-dkuco,female,False,True,True,72,True,True,fiber optic,True,True,False,False,True,True,one year,True,electronic check,104.15,7303.05,False
9750-boohv,female,False,False,False,32,False,False,dsl,True,False,False,False,False,False,one year,False,mailed check,30.15,927.65,False
8597-cwyhh,male,False,False,False,43,True,True,fiber optic,False,False,False,False,True,True,one year,False,mailed check,94.35,3921.3,False
2848-yxsmw,male,False,True,True,72,True,False,no,False,False,False,False,False,False,two year,False,credit card (automatic),19.4,1363.25,False
0486-heczi,male,False,True,False,55,True,True,fiber optic,True,True,False,False,True,False,month-to-month,True,electronic check,96.75,5238.9,True
4549-zdqyy,female,False,False,False,52,True,False,dsl,True,False,True,True,False,False,one year,False,credit card (automatic),57.95,3042.25,False
5712-ahqnn,female,False,False,False,43,True,False,fiber optic,False,True,True,False,True,False,month-to-month,True,electronic check,91.65,3954.1,False
4846-whafz,female,True,True,False,37,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,76.5,2868.15,True
5256-skjgo,female,False,True,True,64,False,False,dsl,False,True,False,True,True,True,two year,True,electronic check,54.6,3423.5,False
3071-vbypo,male,False,True,True,3,True,False,fiber optic,True,True,False,False,True,False,month-to-month,False,electronic check,89.85,248.4,False
9560-bbzxk,female,False,False,False,36,False,False,dsl,True,False,False,False,False,False,two year,False,bank transfer (automatic),31.05,1126.35,False
5299-ruloa,female,False,True,True,10,True,True,fiber optic,True,False,False,False,True,True,month-to-month,True,electronic check,100.25,1064.65,True
8402-ooohj,female,False,False,False,41,True,False,no,False,False,False,False,False,False,two year,False,mailed check,20.65,835.15,False
9445-zueqe,male,False,True,True,27,True,True,fiber optic,False,True,False,True,False,False,month-to-month,True,credit card (automatic),85.2,2151.6,False
1091-sozga,female,False,True,True,56,True,True,fiber optic,False,False,True,False,True,True,one year,True,credit card (automatic),99.8,5515.45,False
2928-hldba,female,False,False,False,6,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.7,112.75,False
0404-swrvg,male,False,False,False,3,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,74.4,229.55,True
6497-tilvl,female,False,True,True,7,True,False,dsl,True,False,False,False,False,False,month-to-month,False,mailed check,50.7,350.35,False
7219-tlzho,female,False,True,True,4,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.85,62.9,False
4622-ynkij,male,False,False,False,33,True,False,fiber optic,True,False,False,True,True,False,two year,True,electronic check,88.95,3027.65,False
4412-yltkf,female,True,False,False,27,True,True,fiber optic,False,False,True,False,False,False,month-to-month,True,electronic check,78.05,2135.5,True
6734-psbaw,male,False,True,False,72,True,True,no,False,False,False,False,False,False,two year,True,bank transfer (automatic),23.55,1723.95,False
3930-zgwve,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.75,19.75,False
2639-ugmaz,male,True,False,False,71,False,False,dsl,True,True,False,False,True,True,one year,True,electronic check,56.45,3985.35,False
2876-gzyzc,female,False,False,False,13,True,True,fiber optic,False,False,False,False,False,True,month-to-month,True,electronic check,85.95,1215.65,False
6207-wiolx,female,False,True,True,25,False,False,dsl,True,True,True,False,True,True,month-to-month,True,credit card (automatic),58.6,1502.65,True
8587-xyzsf,male,False,False,False,67,True,False,dsl,False,False,False,True,False,False,two year,False,bank transfer (automatic),50.55,3260.1,False
3091-fyhki,male,False,False,False,1,False,False,dsl,False,False,False,False,False,True,month-to-month,True,electronic check,35.45,35.45,True
2372-hwuhi,male,False,False,False,2,True,False,dsl,False,False,False,False,False,False,month-to-month,False,electronic check,44.35,81.25,True
7799-lgrdp,female,False,False,False,43,True,True,no,False,False,False,False,False,False,two year,True,credit card (automatic),25.7,1188.2,False
7850-vwjuu,female,False,False,False,23,True,False,fiber optic,True,False,False,False,False,False,month-to-month,True,bank transfer (automatic),75.0,1778.5,False
3774-vbnxy,female,False,True,True,64,True,False,no,False,False,False,False,False,False,two year,False,mailed check,20.2,1277.75,False
6217-kdywc,male,False,False,True,57,True,False,no,False,False,False,False,False,False,two year,True,mailed check,19.6,1170.55,False
0390-dcfdq,female,True,True,False,1,True,False,fiber optic,False,False,False,False,False,False,month-to-month,True,mailed check,70.45,70.45,True
3146-msegf,female,True,True,True,72,True,True,dsl,True,True,True,True,True,True,two year,True,credit card (automatic),88.05,6425.65,False
4080-ogpjl,female,False,False,False,8,True,True,dsl,True,False,False,True,False,True,month-to-month,False,electronic check,71.15,563.65,True
1095-wgngg,female,False,True,False,61,True,True,fiber optic,False,True,False,False,True,True,two year,True,bank transfer (automatic),101.05,5971.25,False
2636-sjdou,male,False,False,False,64,True,True,fiber optic,True,True,False,False,False,False,one year,True,credit card (automatic),84.3,5289.05,False
1131-qqzeb,male,True,True,False,71,True,True,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),23.95,1756.2,False
5716-ezxzn,female,False,True,True,65,True,True,fiber optic,True,True,False,True,True,False,two year,True,credit card (automatic),99.05,6416.7,False
6837-bjydq,male,False,False,False,3,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.6,61.35,False
2135-rxihg,male,False,False,False,1,True,False,dsl,False,False,False,False,False,False,month-to-month,True,electronic check,45.65,45.65,True
6440-dkqge,male,False,False,True,30,True,False,dsl,False,True,True,False,True,False,one year,False,credit card (automatic),64.5,1929.95,False
3466-byavd,male,False,True,True,15,True,False,dsl,False,True,True,True,False,True,month-to-month,True,mailed check,69.5,1071.4,False
3780-yvmfa,female,False,True,True,8,True,False,dsl,False,False,False,True,True,True,month-to-month,True,electronic check,68.55,564.35,False
3874-eqoep,male,False,False,False,7,True,True,fiber optic,False,False,False,False,True,True,month-to-month,False,mailed check,95.0,655.5,True
1679-jrfbr,female,False,True,True,70,True,True,fiber optic,True,True,True,False,True,True,one year,True,credit card (automatic),108.15,7930.55,False
9073-zziay,male,False,True,True,62,True,False,dsl,True,True,True,True,True,True,two year,False,electronic check,86.1,5215.25,False
3077-rsntj,female,False,True,True,6,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.7,113.5,False
6551-gnydg,female,False,True,True,14,True,False,fiber optic,False,False,False,False,False,True,month-to-month,True,bank transfer (automatic),80.9,1152.8,False
9167-apmxz,female,False,False,False,22,True,True,fiber optic,False,False,False,False,True,False,month-to-month,True,bank transfer (automatic),84.15,1821.95,False
2749-ctkaj,male,False,True,True,22,True,False,no,False,False,False,False,False,False,one year,False,mailed check,20.15,419.9,False
6371-nzyeg,male,False,True,True,16,True,False,dsl,True,False,True,False,True,False,two year,False,mailed check,64.25,1024.0,False
7554-newdd,male,False,False,False,10,True,True,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),25.7,251.6,False
8992-vonjd,female,False,False,True,13,True,False,dsl,True,True,False,False,False,False,month-to-month,True,electronic check,56.0,764.55,False
0867-mkzvy,female,False,True,False,20,True,True,fiber optic,True,False,False,False,False,False,month-to-month,False,electronic check,82.4,1592.35,True
4482-ewfmi,female,False,False,False,2,True,False,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,69.7,135.2,False
4648-ypbtm,male,False,False,False,53,True,True,dsl,False,True,True,True,False,True,two year,True,bank transfer (automatic),73.9,3958.25,False
2907-iljbn,female,False,True,True,11,True,False,no,False,False,False,False,False,False,one year,False,mailed check,20.6,233.9,False
6345-fzoqh,male,False,True,False,69,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.9,1363.45,False
3376-bmgfe,female,False,False,False,4,True,False,fiber optic,False,False,False,False,False,False,month-to-month,True,bank transfer (automatic),70.9,273.0,True
5997-opvfa,male,False,True,False,72,True,True,dsl,True,True,True,True,True,True,two year,True,bank transfer (automatic),89.05,6254.45,False
3445-hxxgf,male,True,True,False,58,False,False,dsl,False,True,True,False,False,True,month-to-month,True,electronic check,45.3,2651.2,True
1159-wfsgr,female,False,True,True,16,True,False,no,False,False,False,False,False,False,month-to-month,False,electronic check,20.4,321.4,False
7654-ywjuf,male,False,True,False,43,True,False,fiber optic,True,False,True,True,False,False,one year,True,bank transfer (automatic),84.25,3539.25,False
1875-qivme,female,False,True,False,2,True,True,fiber optic,False,False,True,True,True,True,month-to-month,True,electronic check,104.4,242.8,True
6727-iotlz,male,False,True,False,14,True,False,dsl,False,True,True,True,True,True,two year,False,mailed check,81.95,1181.75,False
0691-jvsya,female,False,True,False,53,True,False,fiber optic,False,False,True,False,True,True,one year,True,bank transfer (automatic),94.85,5000.2,True
5918-vukwp,female,False,False,False,32,True,False,no,False,False,False,False,False,False,one year,False,bank transfer (automatic),20.55,654.55,False
1744-jhkys,female,False,True,False,34,True,True,no,False,False,False,False,False,False,month-to-month,False,electronic check,24.7,780.2,False
2656-fmokz,female,True,False,False,15,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,mailed check,74.45,1145.7,True
2070-fnexe,female,True,False,False,7,True,False,fiber optic,True,False,False,False,False,False,month-to-month,False,bank transfer (automatic),76.45,503.6,True
5947-sgkcl,female,False,True,True,15,True,True,fiber optic,False,True,True,False,True,True,month-to-month,True,bank transfer (automatic),105.35,1559.25,False
3712-pkxza,male,False,True,False,61,True,False,no,False,False,False,False,False,False,one year,True,credit card (automatic),20.55,1252.0,False
6317-ypkdh,female,False,False,False,1,False,False,dsl,False,True,False,False,False,False,month-to-month,False,bank transfer (automatic),29.95,29.95,True
6582-oivsp,female,False,False,False,1,True,False,dsl,False,False,False,False,False,False,month-to-month,False,mailed check,45.3,45.3,False
9367-wxlch,male,False,False,False,8,True,True,fiber optic,False,False,False,False,False,True,month-to-month,False,bank transfer (automatic),84.5,662.65,True
5524-khnjp,male,False,True,True,33,True,False,dsl,True,False,True,False,True,True,one year,False,credit card (automatic),74.75,2453.3,False
1918-zbfqj,female,False,False,False,13,True,False,fiber optic,False,True,True,False,False,False,month-to-month,True,electronic check,79.25,1111.65,True
1024-guald,female,False,True,False,1,False,False,dsl,False,False,False,False,False,False,month-to-month,True,electronic check,24.8,24.8,True
4827-usjhp,male,False,False,False,20,True,False,dsl,False,True,False,False,False,False,month-to-month,True,mailed check,51.8,1023.85,False
8167-gjlrn,male,False,False,False,3,False,False,dsl,False,False,False,True,False,False,month-to-month,False,electronic check,30.4,82.15,False
0956-sycwg,female,False,False,False,13,True,False,no,False,False,False,False,False,False,one year,False,electronic check,19.65,244.8,False
8017-uvszu,female,False,True,False,40,True,True,dsl,False,True,False,False,False,False,month-to-month,False,credit card (automatic),56.6,2379.1,False
7100-fqprv,male,False,True,True,43,True,True,dsl,True,False,False,True,False,True,one year,True,credit card (automatic),71.9,3173.35,False
2472-ovkup,male,False,True,False,6,True,False,fiber optic,False,True,True,False,False,True,month-to-month,True,electronic check,91.0,531.0,True
2984-rgeya,female,False,True,True,69,True,False,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),19.75,1375.4,False
9680-niauv,female,False,True,True,72,True,True,fiber optic,True,True,True,False,True,True,two year,False,credit card (automatic),109.7,8129.3,False
2146-egvdt,male,False,True,True,59,True,False,no,False,False,False,False,False,False,two year,False,credit card (automatic),19.3,1192.7,False
2604-ijpdu,female,False,True,False,20,True,False,fiber optic,True,True,False,True,True,False,month-to-month,True,electronic check,96.55,1901.65,False
9178-jhuvj,male,False,True,True,24,True,True,no,False,False,False,False,False,False,two year,True,bank transfer (automatic),24.1,587.4,False
6168-ybynp,male,False,False,False,59,True,True,fiber optic,False,True,True,True,True,True,month-to-month,True,electronic check,111.35,6519.75,False
7255-ssfbc,male,False,True,True,72,True,True,fiber optic,False,True,True,True,True,True,two year,True,bank transfer (automatic),112.25,8041.65,False
3645-deygf,male,False,False,True,1,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.75,20.75,False
9323-hgfwy,female,False,True,False,27,True,False,fiber optic,True,False,False,True,True,True,one year,True,credit card (automatic),101.9,2681.15,False
8544-goqsh,female,False,False,False,14,True,False,fiber optic,False,True,False,True,False,False,month-to-month,True,credit card (automatic),80.05,1112.3,False
3363-dtivd,male,False,True,True,71,True,True,fiber optic,True,False,True,False,True,True,two year,False,electronic check,105.55,7405.5,False
7018-wbjnk,male,False,False,True,13,True,False,fiber optic,False,False,False,False,True,False,month-to-month,True,credit card (automatic),78.3,1033.95,False
9142-kzxop,male,False,False,False,44,True,False,fiber optic,False,False,False,False,False,False,month-to-month,False,credit card (automatic),68.85,2958.95,False
7674-ytafd,female,False,False,False,33,True,False,fiber optic,False,True,False,True,False,False,one year,True,bank transfer (automatic),79.95,2684.85,False
6348-snfus,male,False,True,True,72,False,False,dsl,True,True,True,True,False,True,two year,True,credit card (automatic),55.45,4179.2,False
1285-okipp,male,False,False,False,1,True,False,fiber optic,False,False,False,False,False,True,month-to-month,False,electronic check,79.9,79.9,True
7825-ecjrf,female,False,False,False,19,True,False,fiber optic,True,False,True,True,True,True,month-to-month,True,electronic check,106.6,1934.45,True
1347-kttta,male,False,True,False,64,True,False,fiber optic,False,True,True,True,True,True,one year,True,credit card (automatic),102.45,6654.1,False
7841-tzdmq,male,False,False,False,2,True,False,dsl,False,False,False,False,False,False,month-to-month,True,credit card (automatic),46.0,84.5,True
4195-nzgta,female,False,False,False,1,False,False,dsl,False,False,False,False,False,False,month-to-month,False,electronic check,25.25,25.25,False
7157-smcfk,male,False,False,True,61,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.75,1124.2,False
4709-lkhyg,female,False,True,True,29,True,False,no,False,False,False,False,False,False,one year,False,electronic check,20.0,540.05,False
2504-dshih,male,True,True,False,23,True,True,fiber optic,False,False,False,False,False,True,month-to-month,False,electronic check,86.8,1975.85,False
0699-ndkjm,female,False,True,False,57,False,False,dsl,True,True,True,False,True,True,month-to-month,True,bank transfer (automatic),58.75,3437.45,False
9286-bhdqg,male,False,True,True,72,False,False,dsl,True,True,True,True,False,False,two year,False,credit card (automatic),45.25,3139.8,False
0230-wequw,male,False,True,False,66,False,False,dsl,True,True,True,True,True,False,two year,True,bank transfer (automatic),56.6,3789.2,False
